target_transition,lower_v,transition_v,upper_v,inl_ep_lsb
117,-0.16142405111958663,-0.16134623129536788,-0.16126841147114912,-0.06455637707948286
118,-0.14816404327632876,-0.14808622345211,-0.14800840362789125,-0.06455637707948286
119,-0.1349040354330709,-0.13482621560885213,-0.13474839578463338,-0.06455637707948286
120,-0.12133274829293801,-0.12125492846871927,-0.12117710864450051,-0.04108133086876239
121,-0.10776146115280513,-0.10768364132858638,-0.10760582150436764,-0.017606284658039827
122,-0.09465709295798477,-0.09457927313376602,-0.09450145330954726,-0.02934380776340111
123,-0.0813970851147269,-0.08131926529050815,-0.08124144546628939,-0.02934380776340111
124,-0.06829271691990653,-0.06821489709568779,-0.06813707727146903,-0.04108133086876239
125,-0.055188348725086156,-0.05511052890086741,-0.05503270907664866,-0.0528188539741221
126,-0.041928340881828285,-0.04185052105760954,-0.04177270123339079,-0.0528188539741221
127,-0.028668333038570415,-0.028590513214351666,-0.028512693390132914,-0.0528188539741221
128,-0.01348876953125,-0.013385009765625,-0.01328125,0.09390018484288684
129,-0.0007475605161171739,-0.0006697406918984239,-0.0005919208676796739,0.052818853974122
130,0.012512447327140696,0.012590267151359446,0.012668086975578197,0.05281885397412197
131,0.025772455170398566,0.02585027499461732,0.025928094818836067,0.0528188539741221
132,0.03887682336521894,0.03895464318943769,0.03903246301365644,0.04108133086876187
133,0.05198119156003931,0.05205901138425806,0.052136831208476814,0.02934380776340111
134,0.06524119940329717,0.06531901922751593,0.06539683905173468,0.02934380776340111
135,0.07850120724655504,0.0785790270707738,0.07865684689499255,0.02934380776340111
136,0.09207249438668792,0.09215031421090666,0.09222813403512542,0.05281885397412158
137,0.10548814187838329,0.10556596170260205,0.1056437815268208,0.06455637707948286
138,0.11874814972164116,0.11882596954585992,0.11890378937007867,0.06455637707948286
139,0.13200815756489903,0.1320859773891178,0.13216379721333654,0.06455637707948286
140,0.14495688611128188,0.14503470593550064,0.1451125257597194,0.0410813308687603
141,0.15821689395453975,0.1582947137787585,0.15837253360297726,0.0410813308687603
142,0.17132126214936014,0.1713990819735789,0.17147690179779762,0.02934380776340111
143,0.184581269992618,0.18465908981683676,0.1847369096410555,0.02934380776340111
144,0.19799691748431336,0.19807473730853212,0.19815255713275087,0.0410813308687603
145,0.21125692532757123,0.21133474515179,0.21141256497600874,0.0410813308687603
146,0.2245169331708291,0.22459475299504786,0.2246725728192666,0.0410813308687603
147,0.23777694101408697,0.23785476083830573,0.23793258066252448,0.0410813308687603
148,0.2508813092089074,0.2509591290331261,0.25103694885734484,0.02934380776340111
149,0.26398567740372775,0.26406349722794653,0.26414131705216526,0.017606284658044015
150,0.2772456852469856,0.2773235050712044,0.27740132489542313,0.017606284658044015
151,0.2905056930902435,0.29058351291446227,0.290661332738681,0.017606284658044015
152,0.3040769802303763,0.30415480005459505,0.30423261987881384,0.041081330868758204
153,0.3174926277220717,0.3175704475462905,0.3176482673705092,0.05281885397412367
154,0.3307526355653296,0.33083045538954836,0.3309082752137671,0.05281885397412367
155,0.34401264340858745,0.34409046323280623,0.34416828305702496,0.05281885397412367
156,0.35696137195497035,0.3570391917791891,0.3571170116034078,0.02934380776340111
157,0.3702213797982282,0.37029919962244695,0.3703770194466657,0.02934380776340111
158,0.3833257479930486,0.38340356781726737,0.3834813876414861,0.017606284658044015
159,0.39658575583630645,0.39666357566052524,0.39674139548474396,0.017606284658044015
160,0.4104683222733143,0.41054614209753304,0.41062396192175177,0.06455637707948077
161,0.4237283301165722,0.4238061499407909,0.42388396976500964,0.06455637707948077
162,0.43698833795983005,0.4370661577840488,0.4371439776082675,0.06455637707948077
163,0.4502483458030879,0.45032616562730665,0.4504039854515254,0.06455637707948077
164,0.46319707434947077,0.4632748941736895,0.4633527139979083,0.041081330868758204
165,0.47645708219272864,0.47653490201694737,0.47661272184116615,0.041081330868758204
166,0.48956145038754906,0.4896392702117678,0.4897170900359865,0.02934380776340111
167,0.5028214582308069,0.5028992780550257,0.5029770978792445,0.02934380776340111
168,0.5165483850193773,0.516626204843596,0.5167040246678147,0.06455637707948077
169,0.5299640325110726,0.5300418523352913,0.5301196721595101,0.07629390018483787
170,0.543068400705893,0.5431462205301117,0.5432240403543305,0.06455637707948077
171,0.5564840481975883,0.5565618680218071,0.5566396878460258,0.07629390018483787
172,0.5694327767439713,0.56951059656819,0.5695884163924088,0.05281885397412367
173,0.5825371449387917,0.5826149647630104,0.5826927845872292,0.04108133086876658
174,0.5957971527820496,0.5958749726062683,0.595952792430487,0.04108133086876658
175,0.6090571606253075,0.6091349804495262,0.6092128002737449,0.04108133086876658
176,0.6224728081170028,0.6225506279412215,0.6226284477654402,0.05281885397412367
177,0.6357328159602607,0.6358106357844794,0.6358884556086981,0.05281885397412367
178,0.6489928238035185,0.6490706436277373,0.649148463451956,0.05281885397412367
179,0.6622528316467764,0.6623306514709951,0.6624084712952139,0.05281885397412367
180,0.6753571998415968,0.6754350196658155,0.6755128394900343,0.04108133086876658
181,0.6884615680364171,0.6885393878606358,0.6886172076848547,0.02934380776340111
182,0.7015659362312374,0.7016437560554563,0.701721575879675,0.017606284658044015
183,0.7149815837229329,0.7150594035471516,0.7151372233713704,0.02934380776340111
184,0.7285528708630657,0.7286306906872845,0.7287085105115032,0.05281885397412367
185,0.7419685183547611,0.7420463381789798,0.7421241580031985,0.06455637707948077
186,0.755228526198019,0.7553063460222377,0.7553841658464564,0.06455637707948077
187,0.7684885340412768,0.7685663538654955,0.7686441736897143,0.06455637707948077
188,0.7814372625876598,0.7815150824118785,0.7815929022360972,0.04108133086876658
189,0.7946972704309176,0.7947750902551364,0.7948529100793551,0.04108133086876658
190,0.807801638625738,0.8078794584499567,0.8079572782741755,0.02934380776340111
191,0.8210616464689958,0.8211394662932145,0.8212172861174334,0.02934380776340111
192,0.8341660146638161,0.834243834488035,0.8343216543122537,0.017606284658044015
